statement,true,animals,cities,companies,elements,facts,generated,inventions,split
Tiraspol is a city in Brunei,0,0,1,0,0,0,0,0,calibration
Anguilla is a name of a city.,0,0,1,0,0,0,0,0,train
Tarawa is a city in Kiribati,1,0,1,0,0,0,0,0,test
Bishkek is a name of a city.,1,0,1,0,0,0,0,0,train
Northern Mariana Islands is a name of a country.,1,0,1,0,0,0,0,0,calibration
Taipei is a city in Malta,0,0,1,0,0,0,0,0,calibration
Mali is a name of a city.,0,0,1,0,0,0,0,0,calibration
North Korea is a name of a city.,0,0,1,0,0,0,0,0,train
Tórshavn is a city in Spain,0,0,1,0,0,0,0,0,calibration
Lilongwe is a city in Malawi,1,0,1,0,0,0,0,0,calibration
China is a name of a city.,0,0,1,0,0,0,0,0,train
Laos is a name of a country.,1,0,1,0,0,0,0,0,calibration
Comoros is a name of a city.,0,0,1,0,0,0,0,0,train
Episkopi Cantonment is a city in Panama,0,0,1,0,0,0,0,0,train
Afghanistan is a name of a country.,1,0,1,0,0,0,0,0,train
Lesotho is a name of a country.,1,0,1,0,0,0,0,0,train
Tskhinvali is a name of a country.,0,0,1,0,0,0,0,0,train
Rome is a name of a country.,0,0,1,0,0,0,0,0,test
The Valley is a city in Zimbabwe,0,0,1,0,0,0,0,0,train
Haiti is a name of a country.,1,0,1,0,0,0,0,0,test
Saint Kitts and Nevis is a name of a country.,1,0,1,0,0,0,0,0,train
Spain is a name of a country.,1,0,1,0,0,0,0,0,train
Sukhumi is a name of a city.,1,0,1,0,0,0,0,0,train
George Town is a name of a country.,0,0,1,0,0,0,0,0,test
Nicosia is a city in Sahrawi Arab Democratic Republic ,0,0,1,0,0,0,0,0,train
London is a city in Indonesia,0,0,1,0,0,0,0,0,test
Havana is a name of a city.,1,0,1,0,0,0,0,0,calibration
Austria is a name of a city.,0,0,1,0,0,0,0,0,test
Samoa is a name of a city.,0,0,1,0,0,0,0,0,train
Saipan is a city in Kosovo,0,0,1,0,0,0,0,0,train
China is a name of a country.,1,0,1,0,0,0,0,0,calibration
Sweden is a name of a city.,0,0,1,0,0,0,0,0,train
Guam is a name of a city.,0,0,1,0,0,0,0,0,calibration
Malabo is a name of a city.,1,0,1,0,0,0,0,0,train
Athens is a name of a country.,0,0,1,0,0,0,0,0,calibration
Mbabane is a city in Turks and Caicos Islands,0,0,1,0,0,0,0,0,test
N'Djamena is a city in Iceland,0,0,1,0,0,0,0,0,calibration
Malabo is a name of a country.,0,0,1,0,0,0,0,0,train
Mexico City is a name of a country.,0,0,1,0,0,0,0,0,test
Kathmandu is a city in Jersey,0,0,1,0,0,0,0,0,train
Mexico is a name of a country.,1,0,1,0,0,0,0,0,train
Trinidad and Tobago is a name of a country.,1,0,1,0,0,0,0,0,test
Lilongwe is a city in Saint Lucia,0,0,1,0,0,0,0,0,calibration
Roseau is a name of a city.,1,0,1,0,0,0,0,0,calibration
Baghdad is a name of a city.,1,0,1,0,0,0,0,0,test
Saipan is a name of a city.,1,0,1,0,0,0,0,0,train
Dushanbe is a name of a city.,1,0,1,0,0,0,0,0,train
Dodoma is a city in Democratic Republic of the Congo,0,0,1,0,0,0,0,0,test
Uzbekistan is a name of a country.,1,0,1,0,0,0,0,0,train
Castries is a name of a country.,0,0,1,0,0,0,0,0,train
Nuku?alofa is a city in Tonga,1,0,1,0,0,0,0,0,train
Kigali is a name of a country.,0,0,1,0,0,0,0,0,train
Spain is a name of a city.,0,0,1,0,0,0,0,0,train
San Salvador is a city in Slovenia,0,0,1,0,0,0,0,0,train
Ankara is a city in Luxembourg,0,0,1,0,0,0,0,0,train
Port Louis is a name of a city.,1,0,1,0,0,0,0,0,train
Monrovia is a city in Namibia,0,0,1,0,0,0,0,0,calibration
Bern is a name of a city.,1,0,1,0,0,0,0,0,train
Ashgabat is a city in Guernsey,0,0,1,0,0,0,0,0,train
Washington D.C. is a name of a city.,1,0,1,0,0,0,0,0,test
Uruguay is a name of a country.,1,0,1,0,0,0,0,0,train
Seoul is a city in South Korea,1,0,1,0,0,0,0,0,calibration
Jamaica is a name of a city.,0,0,1,0,0,0,0,0,test
Managua is a city in Armenia,0,0,1,0,0,0,0,0,train
Lima is a name of a city.,1,0,1,0,0,0,0,0,train
Uruguay is a name of a city.,0,0,1,0,0,0,0,0,calibration
Paramaribo is a name of a city.,1,0,1,0,0,0,0,0,calibration
Sarajevo is a city in Mauritius,0,0,1,0,0,0,0,0,train
Marshall Islands is a name of a city.,0,0,1,0,0,0,0,0,test
Kiribati is a name of a city.,0,0,1,0,0,0,0,0,train
Fiji is a name of a country.,1,0,1,0,0,0,0,0,calibration
Ivory Coast is a name of a country.,1,0,1,0,0,0,0,0,train
Yaoundé is a city in Cameroon,1,0,1,0,0,0,0,0,calibration
Armenia is a name of a country.,1,0,1,0,0,0,0,0,test
Belmopan is a name of a city.,1,0,1,0,0,0,0,0,test
South Georgia and the South Sandwich Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Equatorial Guinea is a name of a country.,1,0,1,0,0,0,0,0,train
Reykjavík is a name of a country.,0,0,1,0,0,0,0,0,train
Dili is a name of a city.,1,0,1,0,0,0,0,0,train
Somalia is a name of a country.,1,0,1,0,0,0,0,0,train
Tunisia is a name of a city.,0,0,1,0,0,0,0,0,test
Vilnius is a name of a city.,1,0,1,0,0,0,0,0,train
Ulan Bator is a city in Mongolia,1,0,1,0,0,0,0,0,train
Budapest is a name of a city.,1,0,1,0,0,0,0,0,calibration
Tuvalu is a name of a country.,1,0,1,0,0,0,0,0,calibration
Singapore is a city in Singapore,1,0,1,0,0,0,0,0,calibration
Bogotá is a city in Bulgaria,0,0,1,0,0,0,0,0,calibration
Tonga is a name of a city.,0,0,1,0,0,0,0,0,train
Andorra is a name of a country.,1,0,1,0,0,0,0,0,train
Ankara is a name of a country.,0,0,1,0,0,0,0,0,test
Morocco is a name of a city.,0,0,1,0,0,0,0,0,test
Beirut is a name of a country.,0,0,1,0,0,0,0,0,train
Saipan is a city in Northern Mariana Islands,1,0,1,0,0,0,0,0,calibration
St. George's is a name of a country.,0,0,1,0,0,0,0,0,train
Guyana is a name of a country.,1,0,1,0,0,0,0,0,train
Brasília is a name of a country.,0,0,1,0,0,0,0,0,train
Podgorica is a city in Cuba,0,0,1,0,0,0,0,0,train
Serbia is a name of a country.,1,0,1,0,0,0,0,0,train
Montenegro is a name of a country.,1,0,1,0,0,0,0,0,train
Bangui is a city in Central African Republic,1,0,1,0,0,0,0,0,calibration
Botswana is a name of a country.,1,0,1,0,0,0,0,0,train
Nicosia is a name of a city.,1,0,1,0,0,0,0,0,train
Niger is a name of a city.,0,0,1,0,0,0,0,0,calibration
Naypyidaw is a name of a country.,0,0,1,0,0,0,0,0,calibration
Riyadh is a city in Saudi Arabia,1,0,1,0,0,0,0,0,calibration
Gibraltar is a name of a city.,1,0,1,0,0,0,0,0,calibration
Kenya is a name of a country.,1,0,1,0,0,0,0,0,test
Sint Maarten is a name of a city.,0,0,1,0,0,0,0,0,train
Lusaka is a name of a country.,0,0,1,0,0,0,0,0,train
Russia is a name of a city.,0,0,1,0,0,0,0,0,train
Mozambique is a name of a country.,1,0,1,0,0,0,0,0,train
United Arab Emirates is a name of a city.,0,0,1,0,0,0,0,0,train
Djibouti is a name of a city.,0,0,1,0,0,0,0,0,test
Canada is a name of a country.,1,0,1,0,0,0,0,0,train
Sri Jayawardenepura Kotte is a city in Sri Lanka,1,0,1,0,0,0,0,0,train
Israel is a name of a city.,0,0,1,0,0,0,0,0,train
Benin is a name of a country.,1,0,1,0,0,0,0,0,test
Belgrade is a name of a city.,1,0,1,0,0,0,0,0,train
Tunis is a city in Nepal,0,0,1,0,0,0,0,0,calibration
Ulan Bator is a name of a city.,1,0,1,0,0,0,0,0,train
Paris is a name of a country.,0,0,1,0,0,0,0,0,train
Lusaka is a name of a city.,1,0,1,0,0,0,0,0,train
Nouméa is a city in New Caledonia,1,0,1,0,0,0,0,0,calibration
Ulan Bator is a name of a country.,0,0,1,0,0,0,0,0,train
Kingston is a name of a city.,1,0,1,0,0,0,0,0,test
Bangkok is a city in Moldova,0,0,1,0,0,0,0,0,train
Georgetown is a city in Ascension Island,1,0,1,0,0,0,0,0,train
Lilongwe is a name of a city.,1,0,1,0,0,0,0,0,calibration
Tbilisi is a city in Georgia,1,0,1,0,0,0,0,0,test
Guinea-Bissau is a name of a country.,1,0,1,0,0,0,0,0,test
Hagåtña is a name of a country.,0,0,1,0,0,0,0,0,calibration
Solomon Islands is a name of a country.,1,0,1,0,0,0,0,0,calibration
Dili is a city in Italy,0,0,1,0,0,0,0,0,test
Oranjestad is a city in Aruba,1,0,1,0,0,0,0,0,calibration
Tristan da Cunha is a name of a city.,0,0,1,0,0,0,0,0,test
American Samoa is a name of a country.,1,0,1,0,0,0,0,0,test
Juba is a city in Albania,0,0,1,0,0,0,0,0,test
Dakar is a city in Senegal,1,0,1,0,0,0,0,0,test
Astana is a name of a country.,0,0,1,0,0,0,0,0,train
Minsk is a city in Mozambique,0,0,1,0,0,0,0,0,calibration
Slovenia is a name of a country.,1,0,1,0,0,0,0,0,calibration
Lesotho is a name of a city.,0,0,1,0,0,0,0,0,train
Mexico City is a city in Mexico,1,0,1,0,0,0,0,0,calibration
Switzerland is a name of a country.,1,0,1,0,0,0,0,0,train
United States Virgin Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Mbabane is a city in Swaziland,1,0,1,0,0,0,0,0,test
Rabat is a name of a city.,1,0,1,0,0,0,0,0,train
Tirana is a city in North Korea,0,0,1,0,0,0,0,0,calibration
Adamstown is a city in Hungary,0,0,1,0,0,0,0,0,calibration
Addis Ababa is a city in Uruguay,0,0,1,0,0,0,0,0,train
Sana'a is a city in Suriname,0,0,1,0,0,0,0,0,train
Tirana is a name of a country.,0,0,1,0,0,0,0,0,train
Rwanda is a name of a country.,1,0,1,0,0,0,0,0,test
Madrid is a name of a country.,0,0,1,0,0,0,0,0,calibration
Banjul is a city in Gambia,1,0,1,0,0,0,0,0,test
Sarajevo is a city in Bosnia and Herzegovina,1,0,1,0,0,0,0,0,train
Monaco is a name of a city.,0,0,1,0,0,0,0,0,test
San José is a name of a country.,0,0,1,0,0,0,0,0,train
Nuuk is a name of a country.,0,0,1,0,0,0,0,0,test
San Salvador is a name of a city.,1,0,1,0,0,0,0,0,train
Ecuador is a name of a country.,1,0,1,0,0,0,0,0,test
Banjul is a city in Norway,0,0,1,0,0,0,0,0,train
Puerto Rico is a name of a city.,0,0,1,0,0,0,0,0,calibration
Jakarta is a city in Indonesia,1,0,1,0,0,0,0,0,train
Willemstad is a name of a country.,0,0,1,0,0,0,0,0,test
Tirana is a name of a city.,1,0,1,0,0,0,0,0,calibration
Asunción is a city in New Caledonia,0,0,1,0,0,0,0,0,train
Poland is a name of a country.,1,0,1,0,0,0,0,0,calibration
Wellington is a city in Central African Republic,0,0,1,0,0,0,0,0,test
Amsterdam is a name of a country.,0,0,1,0,0,0,0,0,train
Santo Domingo is a name of a city.,1,0,1,0,0,0,0,0,train
Kingstown is a city in Saint Vincent and the Grenadines,1,0,1,0,0,0,0,0,test
Conakry is a city in Wallis and Futuna,0,0,1,0,0,0,0,0,train
Port Louis is a city in Latvia,0,0,1,0,0,0,0,0,train
Sarajevo is a name of a city.,1,0,1,0,0,0,0,0,train
Vaduz is a name of a city.,1,0,1,0,0,0,0,0,test
Brunei is a name of a city.,0,0,1,0,0,0,0,0,train
Portugal is a name of a country.,1,0,1,0,0,0,0,0,calibration
Nauru is a name of a city.,0,0,1,0,0,0,0,0,calibration
Philipsburg is a name of a city.,1,0,1,0,0,0,0,0,calibration
Tuvalu is a name of a city.,0,0,1,0,0,0,0,0,test
Suriname is a name of a country.,1,0,1,0,0,0,0,0,train
Jakarta is a name of a country.,0,0,1,0,0,0,0,0,test
Bissau is a name of a country.,0,0,1,0,0,0,0,0,train
Estonia is a name of a country.,1,0,1,0,0,0,0,0,train
Seoul is a name of a city.,1,0,1,0,0,0,0,0,train
Turks and Caicos Islands is a name of a country.,1,0,1,0,0,0,0,0,train
South Ossetia is a name of a city.,0,0,1,0,0,0,0,0,test
St. John's is a name of a city.,1,0,1,0,0,0,0,0,test
Santiago is a city in Chile,1,0,1,0,0,0,0,0,train
Senegal is a name of a city.,0,0,1,0,0,0,0,0,train
Praia is a name of a city.,1,0,1,0,0,0,0,0,calibration
Moscow is a name of a city.,1,0,1,0,0,0,0,0,train
Nicaragua is a name of a country.,1,0,1,0,0,0,0,0,train
Nicaragua is a name of a city.,0,0,1,0,0,0,0,0,train
Mbabane is a city in Antigua and Barbuda,0,0,1,0,0,0,0,0,test
Switzerland is a name of a city.,0,0,1,0,0,0,0,0,test
Manila is a name of a country.,0,0,1,0,0,0,0,0,train
Nagorno-Karabakh Republic is a name of a country.,1,0,1,0,0,0,0,0,train
Wallis and Futuna is a name of a city.,0,0,1,0,0,0,0,0,test
Taipei is a name of a country.,0,0,1,0,0,0,0,0,test
Maseru is a name of a country.,0,0,1,0,0,0,0,0,train
Podgorica is a name of a city.,1,0,1,0,0,0,0,0,calibration
East Timor is a name of a city.,0,0,1,0,0,0,0,0,train
Kathmandu is a name of a country.,0,0,1,0,0,0,0,0,train
Vientiane is a name of a city.,1,0,1,0,0,0,0,0,calibration
Honduras is a name of a country.,1,0,1,0,0,0,0,0,train
Jerusalem is a name of a city.,1,0,1,0,0,0,0,0,test
Pretoria is a city in Saint Kitts and Nevis,0,0,1,0,0,0,0,0,train
Port Vila is a name of a city.,1,0,1,0,0,0,0,0,train
Ireland is a name of a country.,1,0,1,0,0,0,0,0,calibration
Pago Pago is a name of a country.,0,0,1,0,0,0,0,0,train
Antananarivo is a name of a city.,1,0,1,0,0,0,0,0,calibration
St. John's is a city in Antigua and Barbuda,1,0,1,0,0,0,0,0,train
Minsk is a name of a country.,0,0,1,0,0,0,0,0,train
Bratislava is a name of a city.,1,0,1,0,0,0,0,0,train
Aruba is a name of a country.,1,0,1,0,0,0,0,0,test
Porto-Novo is a name of a country.,0,0,1,0,0,0,0,0,train
Mauritania is a name of a city.,0,0,1,0,0,0,0,0,calibration
Georgetown is a city in Guyana,1,0,1,0,0,0,0,0,train
Japan is a name of a city.,0,0,1,0,0,0,0,0,calibration
Norway is a name of a country.,1,0,1,0,0,0,0,0,train
Bermuda is a name of a city.,0,0,1,0,0,0,0,0,calibration
Norfolk Island is a name of a city.,0,0,1,0,0,0,0,0,test
Beijing is a city in China,1,0,1,0,0,0,0,0,test
Tskhinvali is a name of a city.,1,0,1,0,0,0,0,0,calibration
Angola is a name of a city.,0,0,1,0,0,0,0,0,test
Bangkok is a city in Thailand,1,0,1,0,0,0,0,0,test
Algiers is a city in Algeria,1,0,1,0,0,0,0,0,train
Port Moresby is a city in Barbados,0,0,1,0,0,0,0,0,train
Malaysia is a name of a country.,1,0,1,0,0,0,0,0,calibration
Adamstown is a name of a country.,0,0,1,0,0,0,0,0,test
Islamabad is a name of a city.,1,0,1,0,0,0,0,0,test
Panama is a name of a country.,1,0,1,0,0,0,0,0,train
Nairobi is a city in Kenya,1,0,1,0,0,0,0,0,train
Rabat is a city in Morocco,1,0,1,0,0,0,0,0,train
Niue is a name of a country.,1,0,1,0,0,0,0,0,test
Moldova is a name of a country.,1,0,1,0,0,0,0,0,train
Thimphu is a city in Bhutan,1,0,1,0,0,0,0,0,train
Guinea-Bissau is a name of a city.,0,0,1,0,0,0,0,0,train
Port of Spain is a city in Trinidad and Tobago,1,0,1,0,0,0,0,0,train
Papeete is a name of a city.,1,0,1,0,0,0,0,0,train
Dhaka is a city in Bangladesh,1,0,1,0,0,0,0,0,train
Caracas is a name of a city.,1,0,1,0,0,0,0,0,test
Togo is a name of a country.,1,0,1,0,0,0,0,0,train
Andorra la Vella is a name of a city.,1,0,1,0,0,0,0,0,train
Georgetown is a name of a country.,0,0,1,0,0,0,0,0,train
Oslo is a city in Norway,1,0,1,0,0,0,0,0,train
São Tomé and Príncipe is a name of a country.,1,0,1,0,0,0,0,0,train
Havana is a city in Cuba,1,0,1,0,0,0,0,0,train
Phnom Penh is a name of a city.,1,0,1,0,0,0,0,0,test
Port-au-Prince is a name of a city.,1,0,1,0,0,0,0,0,train
San Marino is a name of a city.,1,0,1,0,0,0,0,0,test
El Aaiún is a name of a city.,1,0,1,0,0,0,0,0,calibration
Santiago is a name of a country.,0,0,1,0,0,0,0,0,test
Slovakia is a name of a city.,0,0,1,0,0,0,0,0,train
Republic of the Congo is a name of a city.,0,0,1,0,0,0,0,0,train
Burkina Faso is a name of a country.,1,0,1,0,0,0,0,0,train
Funafuti is a city in Tuvalu,1,0,1,0,0,0,0,0,train
Beijing is a name of a city.,1,0,1,0,0,0,0,0,calibration
Yamoussoukro is a city in South Sudan,0,0,1,0,0,0,0,0,train
Accra is a city in Ghana,1,0,1,0,0,0,0,0,train
Majuro is a city in Algeria,0,0,1,0,0,0,0,0,test
Bamako is a city in Mali,1,0,1,0,0,0,0,0,test
Cook Islands is a name of a country.,1,0,1,0,0,0,0,0,train
Bucharest is a name of a country.,0,0,1,0,0,0,0,0,train
Oslo is a name of a city.,1,0,1,0,0,0,0,0,train
Willemstad is a name of a city.,1,0,1,0,0,0,0,0,train
Muscat is a city in American Samoa,0,0,1,0,0,0,0,0,train
Islamabad is a name of a country.,0,0,1,0,0,0,0,0,train
Swaziland is a name of a city.,0,0,1,0,0,0,0,0,train
St. George's is a city in Madagascar,0,0,1,0,0,0,0,0,train
Alofi is a name of a country.,0,0,1,0,0,0,0,0,train
Mongolia is a name of a city.,0,0,1,0,0,0,0,0,train
Honduras is a name of a city.,0,0,1,0,0,0,0,0,train
Morocco is a name of a country.,1,0,1,0,0,0,0,0,test
Pretoria is a city in South Africa,1,0,1,0,0,0,0,0,calibration
Mata-Utu is a name of a country.,0,0,1,0,0,0,0,0,train
Sana'a is a city in Monaco,0,0,1,0,0,0,0,0,train
Kingston is a name of a country.,0,0,1,0,0,0,0,0,train
Funafuti is a name of a country.,0,0,1,0,0,0,0,0,test
Basseterre is a city in Greece,0,0,1,0,0,0,0,0,test
Northern Cyprus is a name of a country.,1,0,1,0,0,0,0,0,train
Kingston is a name of a country.,0,0,1,0,0,0,0,0,calibration
Zimbabwe is a name of a city.,0,0,1,0,0,0,0,0,train
Oman is a name of a city.,0,0,1,0,0,0,0,0,train
Malé is a city in Chad,0,0,1,0,0,0,0,0,test
Rabat is a name of a country.,0,0,1,0,0,0,0,0,calibration
Asmara is a name of a city.,1,0,1,0,0,0,0,0,test
Bucharest is a city in Romania,1,0,1,0,0,0,0,0,calibration
Nigeria is a name of a city.,0,0,1,0,0,0,0,0,train
Indonesia is a name of a country.,1,0,1,0,0,0,0,0,calibration
Gambia is a name of a country.,1,0,1,0,0,0,0,0,train
Beirut is a city in Philippines,0,0,1,0,0,0,0,0,calibration
Amman is a name of a city.,1,0,1,0,0,0,0,0,train
Hamilton is a name of a city.,1,0,1,0,0,0,0,0,calibration
The Valley is a name of a country.,0,0,1,0,0,0,0,0,train
Bujumbura is a name of a country.,0,0,1,0,0,0,0,0,test
Hamilton is a city in Bermuda,1,0,1,0,0,0,0,0,train
Philipsburg is a city in Sint Maarten,1,0,1,0,0,0,0,0,test
Accra is a city in Sudan,0,0,1,0,0,0,0,0,train
Tripoli is a name of a country.,0,0,1,0,0,0,0,0,train
Lomé is a name of a city.,1,0,1,0,0,0,0,0,train
Prague is a city in Transnistria,0,0,1,0,0,0,0,0,train
Brazzaville is a name of a country.,0,0,1,0,0,0,0,0,calibration
Ghana is a name of a country.,1,0,1,0,0,0,0,0,train
Stanley is a city in Sint Maarten,0,0,1,0,0,0,0,0,calibration
Kuwait City is a name of a city.,1,0,1,0,0,0,0,0,train
Tegucigalpa is a city in Russia,0,0,1,0,0,0,0,0,train
George Town is a city in Libya,0,0,1,0,0,0,0,0,test
Tiraspol is a city in Transnistria,1,0,1,0,0,0,0,0,test
Qatar is a name of a country.,1,0,1,0,0,0,0,0,train
Asmara is a city in Belgium,0,0,1,0,0,0,0,0,train
Yerevan is a city in Sweden,0,0,1,0,0,0,0,0,test
Liechtenstein is a name of a country.,1,0,1,0,0,0,0,0,train
Majuro is a city in Mongolia,0,0,1,0,0,0,0,0,calibration
Apia is a city in Switzerland,0,0,1,0,0,0,0,0,calibration
Bangui is a city in Uganda,0,0,1,0,0,0,0,0,test
Copenhagen is a city in Denmark,1,0,1,0,0,0,0,0,train
United States Virgin Islands is a name of a country.,1,0,1,0,0,0,0,0,test
Naypyidaw is a city in Burma,1,0,1,0,0,0,0,0,train
Riyadh is a name of a country.,0,0,1,0,0,0,0,0,train
Beijing is a city in Palau,0,0,1,0,0,0,0,0,train
Rome is a city in Italy,1,0,1,0,0,0,0,0,train
Yamoussoukro is a city in Curaçao,0,0,1,0,0,0,0,0,calibration
Nauru is a name of a country.,1,0,1,0,0,0,0,0,test
Venezuela is a name of a country.,1,0,1,0,0,0,0,0,test
United Kingdom is a name of a country.,1,0,1,0,0,0,0,0,train
Road Town is a city in British Virgin Islands,1,0,1,0,0,0,0,0,train
Cuba is a name of a country.,1,0,1,0,0,0,0,0,train
Abu Dhabi is a name of a country.,0,0,1,0,0,0,0,0,calibration
Windhoek is a name of a city.,1,0,1,0,0,0,0,0,train
Dili is a city in Venezuela,0,0,1,0,0,0,0,0,calibration
Castries is a name of a city.,1,0,1,0,0,0,0,0,train
Dakar is a name of a city.,1,0,1,0,0,0,0,0,train
Beirut is a name of a city.,1,0,1,0,0,0,0,0,test
Bucharest is a city in Cook Islands,0,0,1,0,0,0,0,0,train
Tbilisi is a city in Akrotiri and Dhekelia,0,0,1,0,0,0,0,0,calibration
Taipei is a name of a city.,1,0,1,0,0,0,0,0,calibration
Amsterdam is a city in Netherlands,1,0,1,0,0,0,0,0,train
Doha is a name of a city.,1,0,1,0,0,0,0,0,train
Ukraine is a name of a country.,1,0,1,0,0,0,0,0,train
Argentina is a name of a city.,0,0,1,0,0,0,0,0,calibration
Budapest is a city in Saint Pierre and Miquelon,0,0,1,0,0,0,0,0,train
El Salvador is a name of a country.,1,0,1,0,0,0,0,0,test
Kuala Lumpur is a city in Dominica,0,0,1,0,0,0,0,0,test
Nagorno-Karabakh Republic is a name of a city.,0,0,1,0,0,0,0,0,test
Basseterre is a name of a country.,0,0,1,0,0,0,0,0,train
Port Moresby is a name of a country.,0,0,1,0,0,0,0,0,test
Nuuk is a city in Greenland,1,0,1,0,0,0,0,0,calibration
Ashgabat is a city in Turkmenistan,1,0,1,0,0,0,0,0,train
Japan is a name of a country.,1,0,1,0,0,0,0,0,train
Port Louis is a city in Mauritius,1,0,1,0,0,0,0,0,calibration
Kuwait City is a name of a country.,0,0,1,0,0,0,0,0,train
Saint Martin is a name of a country.,1,0,1,0,0,0,0,0,calibration
Asmara is a city in Chile,0,0,1,0,0,0,0,0,train
San José is a name of a city.,1,0,1,0,0,0,0,0,train
Jakarta is a city in Jamaica,0,0,1,0,0,0,0,0,calibration
New Zealand is a name of a city.,0,0,1,0,0,0,0,0,train
Flying Fish Cove is a city in Christmas Island,1,0,1,0,0,0,0,0,train
Montevideo is a city in Uruguay,1,0,1,0,0,0,0,0,train
Kathmandu is a city in Thailand,0,0,1,0,0,0,0,0,train
Tórshavn is a name of a city.,1,0,1,0,0,0,0,0,train
Algiers is a name of a country.,0,0,1,0,0,0,0,0,train
Tórshavn is a name of a country.,0,0,1,0,0,0,0,0,calibration
Maseru is a city in Lesotho,1,0,1,0,0,0,0,0,train
Brussels is a city in Mali,0,0,1,0,0,0,0,0,test
Hargeisa is a city in Somaliland,1,0,1,0,0,0,0,0,train
St. Helier is a city in Bahrain,0,0,1,0,0,0,0,0,test
Valletta is a name of a city.,1,0,1,0,0,0,0,0,train
Kampala is a name of a country.,0,0,1,0,0,0,0,0,calibration
Papua New Guinea is a name of a city.,0,0,1,0,0,0,0,0,train
Naypyidaw is a name of a city.,1,0,1,0,0,0,0,0,train
Praia is a city in Cape Verde,1,0,1,0,0,0,0,0,train
Tirana is a city in Albania,1,0,1,0,0,0,0,0,train
Mauritius is a name of a country.,1,0,1,0,0,0,0,0,train
Dominica is a name of a country.,1,0,1,0,0,0,0,0,train
San Juan is a city in Ethiopia,0,0,1,0,0,0,0,0,calibration
Taiwan is a name of a country.,1,0,1,0,0,0,0,0,train
Harare is a name of a country.,0,0,1,0,0,0,0,0,train
Cape Verde is a name of a country.,1,0,1,0,0,0,0,0,test
Hungary is a name of a country.,1,0,1,0,0,0,0,0,test
Mogadishu is a name of a country.,0,0,1,0,0,0,0,0,train
Niamey is a city in French Polynesia,0,0,1,0,0,0,0,0,train
Dublin is a name of a country.,0,0,1,0,0,0,0,0,train
Tanzania is a name of a city.,0,0,1,0,0,0,0,0,test
Estonia is a name of a city.,0,0,1,0,0,0,0,0,test
Albania is a name of a city.,0,0,1,0,0,0,0,0,train
Pakistan is a name of a country.,1,0,1,0,0,0,0,0,calibration
Honiara is a name of a country.,0,0,1,0,0,0,0,0,calibration
Yerevan is a city in Seychelles,0,0,1,0,0,0,0,0,train
Brasília is a city in Greenland,0,0,1,0,0,0,0,0,calibration
Vilnius is a city in Lithuania,1,0,1,0,0,0,0,0,train
Cook Islands is a name of a city.,0,0,1,0,0,0,0,0,train
Dodoma is a city in Tanzania,1,0,1,0,0,0,0,0,train
El Salvador is a name of a city.,0,0,1,0,0,0,0,0,train
Marigot is a city in Niger,0,0,1,0,0,0,0,0,train
Vienna is a city in Austria,1,0,1,0,0,0,0,0,calibration
Gabon is a name of a country.,1,0,1,0,0,0,0,0,train
Belgium is a name of a country.,1,0,1,0,0,0,0,0,train
Plymouth is a city in Montserrat,1,0,1,0,0,0,0,0,train
Abkhazia is a name of a country.,1,0,1,0,0,0,0,0,calibration
Douglas is a city in Isle of Man,1,0,1,0,0,0,0,0,train
Avarua is a city in Guam,0,0,1,0,0,0,0,0,train
Stanley is a city in Falkland Islands,1,0,1,0,0,0,0,0,train
Monaco is a name of a city.,1,0,1,0,0,0,0,0,train
Ankara is a city in Iran,0,0,1,0,0,0,0,0,calibration
Freetown is a name of a country.,0,0,1,0,0,0,0,0,calibration
Adamstown is a name of a city.,1,0,1,0,0,0,0,0,train
Manama is a name of a country.,0,0,1,0,0,0,0,0,calibration
Flying Fish Cove is a name of a country.,0,0,1,0,0,0,0,0,test
Jordan is a name of a country.,1,0,1,0,0,0,0,0,calibration
Malta is a name of a city.,0,0,1,0,0,0,0,0,train
Kuwait City is a city in Kuwait,1,0,1,0,0,0,0,0,train
Central African Republic is a name of a country.,1,0,1,0,0,0,0,0,train
Germany is a name of a city.,0,0,1,0,0,0,0,0,test
Charlotte Amalie is a city in United States Virgin Islands,1,0,1,0,0,0,0,0,train
Funafuti is a name of a city.,1,0,1,0,0,0,0,0,train
Ashgabat is a name of a country.,0,0,1,0,0,0,0,0,train
Dublin is a name of a city.,1,0,1,0,0,0,0,0,test
Sana'a is a name of a city.,1,0,1,0,0,0,0,0,train
Malawi is a name of a country.,1,0,1,0,0,0,0,0,test
Pyongyang is a city in North Korea,1,0,1,0,0,0,0,0,calibration
Nouakchott is a city in Cameroon,0,0,1,0,0,0,0,0,train
Slovakia is a name of a country.,1,0,1,0,0,0,0,0,test
Thailand is a name of a country.,1,0,1,0,0,0,0,0,train
São Tomé is a city in Puerto Rico,0,0,1,0,0,0,0,0,calibration
Vatican City is a name of a country.,0,0,1,0,0,0,0,0,train
Bermuda is a name of a country.,1,0,1,0,0,0,0,0,test
Stepanakert is a name of a city.,1,0,1,0,0,0,0,0,calibration
Singapore is a city in Slovakia,0,0,1,0,0,0,0,0,calibration
São Tomé is a name of a country.,0,0,1,0,0,0,0,0,test
Fiji is a name of a city.,0,0,1,0,0,0,0,0,train
South Sudan is a name of a city.,0,0,1,0,0,0,0,0,test
